Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	McCabeWOCases	IndentSTD	MaximumBlockDepth	totalFanOut	uniqueFanOut	n1	n2	N1	N2	Vocabulary	Length	Volume	Difficulty	Effort	Time	HalsteadBugs	MaintainabilityIndex	isPrivate	isProtected	isDefault	isPublic	isStatic	isAbstract	isGetterSetter	Parameters	LocalVariables	EnclosedExpressions	MaxEnclosedNesting	Developers	ChangeAtMethodAge	ProjectAge	CommitDate-ProjectFirstDate	NewAdditions	DiffSizes	EditDistances	TangledCommit	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	Category
349	3	3	3	0.0	0.16520652174949646	0.860151632777843	0	0	0	1	1	1.89	0	0	0	12.0	3.0	13.0	3.0	15.0	16.0	62.51025	6.0	375.0615	20.83675	0.02083675	131.46876525878906	0	0	0	0	0	0	0	0	0	0	0	M.P. Korstanje	0	3825	21/07/19-28/01/09	0	0	0	0	0	0	0	0	1182.json	Undecided
518	15,15,15,4	13,13,13,4	13,13,13,4	0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0	0.04449949786067009,0.04449949786067009,0.04449949786067009,0.7389006018638611	2.4768415675155615E-4,2.4768415675155615E-4,2.4768415675155615E-4,0.5906492136497289	1,1,1,0	1,1,1,0	2,2,2,0	3,3,3,1	3,3,3,1	2.8,2.8,2.8,2.0	1,1,1,0	8,8,8,1	6,6,6,1	28.0,28.0,28.0,15.0	9.0,9.0,9.0,4.0	75.0,75.0,75.0,21.0	22.0,22.0,22.0,6.0	37.0,37.0,37.0,19.0	97.0,97.0,97.0,27.0	505.317,505.317,505.317,114.694046	34.22222,34.22222,34.22222,11.25	17293.07,17293.07,17293.07,1290.308	960.72614,960.72614,960.72614,71.68378	0.168439,0.168439,0.168439,0.03823135	96.38685607910156,96.38685607910156,96.38685607910156,123.65223693847656	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	3,3,3,1	0,0,0,0	0,0,0,0	mpkorstanje,mpkorstanje,M.P. Korstanje,M.P. Korstanje	0,0,141,289	3656,3656,3797,3945	01/02/19-28/01/09,01/02/19-28/01/09,23/06/19-28/01/09,17/11/19-28/01/09	0,0,0,1	0,0,0,13	0,0,0,435	0,13,35,106	0,8,0,102	0,0,0,0	0,0,0,1	0,0,0,1	801.json	Undecided
349	6,6,7	3,3,3	6,6,7	0.0,0.0,0.0	0.03900589793920517,0.03585253283381462,0.03620511293411255	0.06881044206130382,0.06832112800913843,0.037624377699423506	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	3.59,3.59,3.52	0,0,0	6,6,7	5,5,6	22.0,22.0,24.0	6.0,6.0,6.0	38.0,38.0,43.0	8.0,8.0,8.0	28.0,28.0,30.0	46.0,46.0,51.0	221.13832,221.13832,250.2514	14.666667,14.666667,16.0	3243.362,3243.362,4004.0225	180.18678,180.18678,222.4457	0.07371277,0.07371277,0.08341713	113.6697998046875,113.6697998046875,110.52943420410156	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	M.P. Korstanje,M.P. Korstanje,Anton Deriabin	0,67,242	3825,3892,4067	21/07/19-28/01/09,26/09/19-28/01/09,19/03/20-28/01/09	0,2,1	0,4,1	0,12,38	0,13,6	0,4,6	0,0,0	0,0,0	0,0,0	1139.json	Undecided
348	3	3	3	0.0	0.0	0.8497340885722718	0	0	0	1	1	1.89	0	1	1	11.0	3.0	13.0	4.0	14.0	17.0	64.72504	7.3333335	474.65027	26.36946	0.021575011	131.28770446777344	0	0	0	1	0	0	0	1	0	0	0	M.P. Korstanje	0	3826	22/07/19-28/01/09	0	0	0	0	0	0	0	0	1170.json	Undecided
1093	3,3,3,3	3,3,3,3	3,3,3,3	0.0,0.0,0.0,0.0	0.7572261095046997,0.7572261095046997,0.7572261095046997,0.16848377883434296	0.8302763866310411,0.8302763866310411,0.8302763866310411,0.6742496632188709	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1.89,1.89,1.89,1.89	0,0,0,0	0,0,0,1	0,0,0,1	12.0,12.0,12.0,13.0	4.0,4.0,4.0,5.0	13.0,13.0,13.0,16.0	5.0,5.0,5.0,6.0	16.0,16.0,16.0,18.0	18.0,18.0,18.0,22.0	72.0,72.0,72.0,91.73836	7.5,7.5,7.5,7.8	540.0,540.0,540.0,715.5592	30.0,30.0,30.0,39.75329	0.024,0.024,0.024,0.030579453	130.7338104248047,130.7338104248047,130.7338104248047,129.47398376464844	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	Björn Rasmusson,M.P. Korstanje,mpkorstanje,Yatharth Zutshi	0,333,420,692	3081,3414,3501,3773	07/07/17-28/01/09,05/06/18-28/01/09,31/08/18-28/01/09,30/05/19-28/01/09	0,0,0,2	0,0,0,4	0,0,0,34	0,53,259,20	0,28,39,20	0,0,0,0	0,0,0,0	0,0,0,0	1058.json	Bad
203	3,4	3,4	3,4	0.0,0.0	0.6885448694229126,0.1263108253479004	0.9181631896613279,0.16272515925482361	0,1	0,1	0,2	1,2	1,2	1.89,2.0	0,0	1,4	1,4	10.0,19.0	2.0,5.0	13.0,29.0	2.0,8.0	12.0,24.0	15.0,37.0	53.77444,169.6436	5.0,15.2	268.8722,2578.5828	14.937344,143.2546	0.017924814,0.056547865	132.25152587890625,121.38679504394531	0,0	0,0	0,0	1,1	0,0	0,0	1,0	0,0	0,1	0,0	0,0	M.P. Korstanje,M.P. Korstanje	0,138	3971,4109	13/12/19-28/01/09,30/04/20-28/01/09	0,3	0,5	0,91	0,70	0,67	0,0	0,0	0,0	213.json	Undecided
729	5,5,5	5,5,5	5,5,5	0.0,0.0,0.0	0.0016888255486264825,0.0016888255486264825,2.1210763952694833E-4	0.01216524028454408,0.01216524028454408,0.009776577101391622	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.96,1.96,1.96	0,0,0	4,4,5	2,2,2	20.0,20.0,19.0	7.0,7.0,7.0	36.0,36.0,38.0	17.0,17.0,17.0	27.0,27.0,26.0	53.0,53.0,55.0	252.00905,252.00905,258.5242	24.285715,24.285715,23.071428	6120.2197,6120.2197,5964.5225	340.0122,340.0122,331.36237	0.08400302,0.08400302,0.086174734	115.94388580322266,115.94388580322266,115.81116485595703	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	0,0,0	4,4,4	0,0,0	0,0,0	0,0,0	Kiel Boatman,mpkorstanje,M.P. Korstanje	0,56,412	3445,3501,3857	06/07/18-28/01/09,31/08/18-28/01/09,22/08/19-28/01/09	0,0,1	0,0,2	0,0,34	0,259,9	0,39,9	0,0,0	0,0,0	0,0,0	966.json	Undecided
107	3	3	3	0.0	0.10429917275905609	0.6194067959589704	0	0	0	1	1	1.89	0	1	1	14.0	3.0	18.0	4.0	17.0	22.0	89.92419	9.333334	839.2925	46.62736	0.029974729	129.57785034179688	0	0	0	1	0	0	0	1	0	0	0	M.P. Korstanje	0	4067	19/03/20-28/01/09	0	0	0	0	0	0	0	0	944.json	Undecided
354	3	3	3	0.0	0.6029340028762817	0.8039161202684693	0	0	0	1	1	1.89	0	0	0	12.0	4.0	13.0	4.0	16.0	17.0	68.0	6.0	408.0	22.666666	0.022666667	131.03103637695312	0	0	0	1	0	0	1	0	0	0	0	M.P. Korstanje	0	3820	16/07/19-28/01/09	0	0	0	0	0	0	0	0	1318.json	Undecided
328	8,8	6,6	6,6	0.3333333333333333,0.3333333333333333	0.908389687538147,0.780815601348877	0.8090374169739178,0.5601859408953196	1,1	1,1	2,2	2,2	2,2	2.4,2.4	1,1	0,1	0,1	14.0,17.0	3.0,4.0	26.0,30.0	6.0,7.0	17.0,21.0	32.0,37.0	130.79881,162.51575	14.0,14.875	1831.1833,2417.4216	101.73241,134.30121	0.043599606,0.054171916	116.17046356201172,115.04146575927734	0,0	0,0	0,0	0,0	1,1	0,0	0,0	1,1	0,0	0,0	0,0	M.P. Korstanje,M.P. Korstanje	0,221	3846,4067	11/08/19-28/01/09,19/03/20-28/01/09	0,1	0,2	0,19	0,56	0,43	0,0	0,0	0,0	1198.json	Undecided
378	3	3	3	0.0	0.7892656326293945	0.9460374501869719	0	0	0	1	1	1.89	0	1	1	11.0	2.0	14.0	2.0	13.0	16.0	59.207035	5.5	325.6387	18.09104	0.019735679	131.75106811523438	0	0	0	1	0	0	0	0	0	0	0	M.P. Korstanje	0	3796	22/06/19-28/01/09	0	0	0	0	0	0	0	0	101.json	Undecided
269	3,3	3,3	3,3	0.0,0.0	0.5738527774810791,0.5738527774810791	0.95674100253818,0.95674100253818	0,0	0,0	0,0	1,1	1,1	1.89,1.89	0,0	0,0	0,0	9.0,9.0	2.0,2.0	10.0,10.0	2.0,2.0	11.0,11.0	12.0,12.0	41.51318,41.51318	4.5,4.5	186.80931,186.80931	10.378295,10.378295	0.013837727,0.013837727	133.59722900390625,133.59722900390625	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	Anton Deriabin,M.P. Korstanje	0,9	3905,3914	09/10/19-28/01/09,18/10/19-28/01/09	0,0	0,0	0,0	0,37	0,33	0,0	0,1	0,1	462.json	Undecided
346	21,21	17,17	17,17	0.0,0.0	0.004632631316781044,0.005367834586650133	1.436255255155686E-5,1.8088730822223824E-5	7,7	6,6	13,13	5,5	5,5	2.33,2.33	1,1	11,11	4,4	27.0,28.0	9.0,10.0	102.0,100.0	24.0,23.0	36.0,38.0	126.0,123.0	651.4106,645.4951	36.0,32.2	23450.781,20784.943	1302.8212,1154.7191	0.21713686,0.21516503	90.26041412353516,90.30785369873047	1,1	0,0	0,0	0,0	1,1	0,0	0,0	1,1	2,2	2,1	1,1	M.P. Korstanje,M.P. Korstanje	0,4	3828,3832	24/07/19-28/01/09,28/07/19-28/01/09	0,2	0,4	0,77	0,4	0,4	0,0	0,0	0,0	1449.json	Undecided
269	3,3	3,3	3,3	0.0,0.0	0.016982318833470345,0.013234008103609085	0.3958988394285356,0.5308126155296137	0,0	0,0	0,0	1,1	1,1	1.89,1.89	0,0	1,1	1,1	17.0,15.0	5.0,5.0	21.0,19.0	5.0,5.0	22.0,20.0	26.0,24.0	115.94522,103.72627	8.5,7.5	985.53436,777.947	54.751907,43.21928	0.038648408,0.034575425	128.2562713623047,128.83535766601562	1,1	0,0	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	Anton Deriabin,M.P. Korstanje	0,93	3905,3999	09/10/19-28/01/09,10/01/20-28/01/09	0,1	0,2	0,17	0,24	0,24	0,0	0,0	0,1	454.json	Undecided
371	5,7,15	5,7,13	5,7,15	0.0,0.0,0.0	0.04022303968667984,0.28265437483787537,0.004815392661839724	0.007766419168415912,0.008145415283378993,1.8807776187676196E-5	0,0,0	0,0,1	0,0,1	1,1,2	1,1,2	2.99,3.33,3.2	1,1,2	5,5,4	5,5,4	25.0,26.0,33.0	6.0,6.0,13.0	46.0,50.0,81.0	9.0,11.0,26.0	31.0,32.0,46.0	55.0,61.0,107.0	272.4808,305.0,591.0211	18.75,23.833334,33.0	5109.015,7269.167,19503.697	283.83417,403.84262,1083.5387	0.090826936,0.10166667,0.19700705	115.53775024414062,109.5006332397461,93.48395538330078	1,1,1	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	2,2,2	1,3,6	0,0,1	0,0,1	M.P. Korstanje,M.P. Korstanje,M.P. Korstanje	0,141,272	3803,3945,4075	29/06/19-28/01/09,17/11/19-28/01/09,27/03/20-28/01/09	0,4,10	0,6,12	0,148,278	0,106,3	0,102,3	0,0,0	0,1,0	0,1,0	796.json	Undecided
2587	3,3,3,3,3,3,3,3,4	3,3,3,3,3,3,3,3,4	3,3,3,3,3,3,3,3,4	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.06658723205327988,0.13877838850021362,0.1127205640077591,0.1127205640077591,0.6433306932449341,0.6331650614738464,0.6331650614738464,0.6331650614738464,0.495545893907547	0.6631408055814512,0.7874933417829357,0.7892778478271087,0.7892778478271087,0.898862031992315,0.9432475981769132,0.9432475981769132,0.9432475981769132,0.923469030994462	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1,1	1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,2.0	0,0,0,0,0,0,0,0,0	2,1,1,1,1,1,1,1,2	2,1,1,1,1,1,1,1,2	11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0	5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0	18.0,15.0,15.0,15.0,13.0,12.0,12.0,12.0,16.0	6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,4.0	16.0,15.0,15.0,15.0,13.0,12.0,12.0,12.0,13.0	24.0,21.0,21.0,21.0,17.0,15.0,15.0,15.0,20.0	96.0,82.0447,82.0447,82.0447,62.907475,53.77444,53.77444,53.77444,74.0088	6.6000004,6.0,6.0,6.0,6.666667,4.5,4.5,4.5,6.666667	633.60004,492.2682,492.2682,492.2682,419.38318,241.98499,241.98499,241.98499,493.392	35.2,27.348232,27.348232,27.348232,23.299065,13.44361,13.44361,13.44361,27.410667	0.032,0.027348233,0.027348233,0.027348233,0.020969158,0.017924814,0.017924814,0.017924814,0.024669599	129.2378692626953,130.05470275878906,130.05470275878906,130.05470275878906,131.43582153320312,132.25152587890625,132.25152587890625,132.25152587890625,125.9302749633789	1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	1,1,1,1,1,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	brasmusson,brasmusson,Aslak Hellesøy,Björn Rasmusson,M.P. Korstanje,Björn Rasmusson,M.P. Korstanje,mpkorstanje,M.P. Korstanje	0,7,125,589,1593,1809,1827,1914,2316	1587,1594,1712,2177,3180,3396,3414,3501,3903	04/06/13-28/01/09,11/06/13-28/01/09,07/10/13-28/01/09,14/01/15-28/01/09,14/10/17-28/01/09,18/05/18-28/01/09,05/06/18-28/01/09,31/08/18-28/01/09,07/10/19-28/01/09	0,1,2,0,1,2,0,0,1	0,2,4,0,2,4,0,0,1	0,20,10,0,17,21,0,0,23	0,2,15,6,10,19,53,259,12	0,2,5,2,10,19,28,39,12	0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0	940.json	Ugly
225	3	3	3	0.0	0.21371330320835114	0.10890727017469023	1	1	2	2	2	1.89	0	2	1	19.0	5.0	26.0	11.0	24.0	37.0	169.6436	20.9	3545.5513	196.97507	0.056547865	126.0472412109375	1	0	0	0	1	0	0	1	0	0	0	M.P. Korstanje	0	3949	21/11/19-28/01/09	0	0	0	0	0	0	0	0	488.json	Undecided
201	4,5	4,5	4,5	0.0,0.0	0.011378869414329529,0.010541729629039764	0.05882273334641335,0.008327717370777699	1,0	1,0	2,0	2,1	2,1	2.0,1.96	0,0	4,5	3,5	19.0,22.0	5.0,8.0	31.0,40.0	10.0,12.0	24.0,30.0	41.0,52.0	187.98346,255.1583	19.0,16.5	3571.6858,4210.112	198.42699,233.8951	0.062661156,0.085052766	120.85298919677734,115.87931060791016	1,1	0,0	0,0	0,0	0,0	0,0	0,0	2,2	1,2	0,0	0,0	M.P. Korstanje,M.P. Korstanje	0,136	3973,4109	15/12/19-28/01/09,30/04/20-28/01/09	0,2	0,3	0,86	0,70	0,67	0,0	0,0	0,0	976.json	Undecided
3239	2,2,3,3,3	2,2,3,3,3	2,2,3,3,3	0.0,0.0,0.0,0.0,0.0	0.7713577151298523,0.7713577151298523,0.8607088327407837,0.8607088327407837,0.8607088327407837	0.897936689824008,0.897936689824008,0.8689029559363534,0.8689029559363534,0.8689029559363534	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	1,1,1,1,1	0.0,0.0,1.89,1.89,1.89	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	11.0,11.0,13.0,13.0,13.0	2.0,2.0,3.0,3.0,3.0	12.0,12.0,14.0,14.0,14.0	2.0,2.0,3.0,3.0,3.0	13.0,13.0,16.0,16.0,16.0	14.0,14.0,17.0,17.0,17.0	51.806156,51.806156,68.0,68.0,68.0	5.5,5.5,6.5,6.5,6.5	284.93387,284.93387,442.0,442.0,442.0	15.829659,15.829659,24.555555,24.555555,24.555555	0.01726872,0.01726872,0.022666667,0.022666667,0.022666667	139.0139617919922,139.0139617919922,131.03103637695312,131.03103637695312,131.03103637695312	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	Aaron Walker,Aslak Hellesøy,Aslak Hellesøy,mpkorstanje,mpkorstanje	0,154,1417,2566,2855	935,1090,2352,3501,3790	22/08/11-28/01/09,23/01/12-28/01/09,09/07/15-28/01/09,31/08/18-28/01/09,16/06/19-28/01/09	0,0,2,0,0	0,0,3,0,0	0,0,27,0,0	0,4,6,4,4	0,0,6,0,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	8.json	Bad
201	8	7	7	0.0	0.006252225488424301	0.005257743951287837	2	1	3	2	2	2.56	1	3	3	22.0	9.0	47.0	19.0	31.0	66.0	326.97696	23.222223	7593.132	421.84067	0.10899232	108.90882873535156	1	0	0	0	0	0	0	2	2	0	0	M.P. Korstanje	0	3973	15/12/19-28/01/09	0	0	0	0	0	0	0	0	990.json	Undecided
225	7	3	7	0.0	0.07114005088806152	0.41041356024094194	0	0	0	1	1	3.52	0	5	3	17.0	3.0	35.0	4.0	20.0	39.0	168.55519	11.333334	1910.2922	106.12735	0.056185063	112.58448791503906	0	0	0	0	0	0	0	0	0	0	0	M.P. Korstanje	0	3949	21/11/19-28/01/09	0	0	0	0	0	0	0	0	541.json	Undecided
1997	16,16,16,16,16	16,16,16,16,16	16,16,16,16,16	0.0,0.0,0.0,0.0,0.0	0.0013918636832386255,8.648798684589565E-4,8.648798684589565E-4,8.648798684589565E-4,9.462936432100832E-4	1.1090101677947816E-6,2.1605260441778677E-7,2.1605260441778677E-7,2.1605260441778677E-7,1.8880480179081365E-7	3,3,3,3,3	3,3,3,3,3	6,6,6,6,6	5,5,5,5,5	5,5,5,5,5	3.12,3.12,3.12,3.12,3.12	2,2,2,2,2	11,12,12,12,13	8,9,9,9,10	33.0,35.0,35.0,35.0,37.0	14.0,15.0,15.0,15.0,14.0	90.0,95.0,95.0,95.0,96.0	34.0,35.0,35.0,35.0,34.0	47.0,50.0,50.0,50.0,51.0	124.0,130.0,130.0,130.0,130.0	688.769,733.7013,733.7013,733.7013,737.4153	40.07143,40.833332,40.833332,40.833332,44.928574	27599.959,29959.469,29959.469,29959.469,33131.016	1533.331,1664.4149,1664.4149,1664.4149,1840.6119	0.22958966,0.2445671,0.2445671,0.2445671,0.2458051	90.95255279541016,90.62393188476562,90.62393188476562,90.62393188476562,90.5976791381836	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	3,3,3,3,3	4,4,4,4,4	0,0,0,0,0	0,0,0,0,0	Björn Rasmusson,Björn Rasmusson,M.P. Korstanje,mpkorstanje,M.P. Korstanje	0,861,1237,1324,1626	2177,3038,3414,3501,3803	14/01/15-28/01/09,25/05/17-28/01/09,05/06/18-28/01/09,31/08/18-28/01/09,29/06/19-28/01/09	0,3,0,0,3	0,6,0,0,6	0,50,0,0,34	0,17,53,259,22	0,17,28,39,20	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	1068.json	Bad
72	3	3	3	0.0	0.9283003807067871	0.8715589121309172	1	1	2	2	2	1.89	0	1	1	11.0	3.0	13.0	3.0	14.0	16.0	60.91768	5.5	335.04724	18.613735	0.020305892	131.37295532226562	0	0	0	0	0	0	0	0	0	0	0	M.P. Korstanje	0	4102	23/04/20-28/01/09	0	0	0	0	0	0	0	0	752.json	Undecided
371	3,3,3	3,3,3	3,3,3	0.0,0.0,0.0	0.9453030228614807,0.9453030228614807,0.9588085412979126	0.9735349382127279,0.9735349382127279,0.9732141630924112	0,0,0	0,0,0	0,0,0	1,1,1	1,1,1	1.89,1.89,1.89	0,0,0	0,0,0	0,0,0	9.0,9.0,8.0	2.0,2.0,3.0	10.0,10.0,9.0	2.0,2.0,3.0	11.0,11.0,11.0	12.0,12.0,12.0	41.51318,41.51318,41.51318	4.5,4.5,4.0	186.80931,186.80931,166.05272	10.378295,10.378295,9.225151	0.013837727,0.013837727,0.013837727	133.59722900390625,133.59722900390625,133.59722900390625	0,0,0	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	1,1,1	0,0,0	0,0,0	0,0,0	0,0,0	M.P. Korstanje,M.P. Korstanje,M.P. Korstanje	0,76,91	3803,3879,3894	29/06/19-28/01/09,13/09/19-28/01/09,28/09/19-28/01/09	0,0,1	0,0,2	0,0,6	0,25,20	0,7,20	0,0,0	0,0,1	0,0,0	576.json	Undecided
1935	6,7,7,7,7,7,7,7,7,7,7	3,3,3,3,3,3,3,3,3,3,3	6,7,7,7,7,7,7,7,7,7,7	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.8292338252067566,0.8493056297302246,0.6678701043128967,0.6678701043128967,0.5540388822555542,0.43870431184768677,0.43554818630218506,0.5540388822555542,0.3694591820240021,0.5198971033096313,0.4726632535457611	0.9010090667247364,0.9010706944951777,0.8775057992616551,0.8775057992616551,0.8643101963659082,0.8598162218437227,0.855646492614841,0.8613498481381946,0.7145674891453764,0.35190975289360477,0.3545363704887865	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1,1,1,1	5.5,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,1	0,0,0,0,0,0,0,0,0,1,1	10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,13.0,13.0	5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0	14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,19.0,26.0,26.0	12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,17.0,17.0	15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,19.0,19.0	26.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,33.0,43.0,43.0	101.579155,113.29983,113.29983,113.29983,113.29983,113.29983,113.29983,113.29983,132.0,182.66089,182.66089	12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.4,18.416666,18.416666	1218.9498,1586.1976,1586.1976,1586.1976,1586.1976,1586.1976,1586.1976,1586.1976,2032.7999,3364.0046,3364.0046	67.71944,88.12209,88.12209,88.12209,88.12209,88.12209,88.12209,88.12209,112.93333,186.88914,186.88914	0.03385972,0.03776661,0.03776661,0.03776661,0.03776661,0.03776661,0.03776661,0.03776661,0.044,0.060886964,0.060886964	117.71513366699219,114.65006256103516,114.65006256103516,114.65006256103516,114.65006256103516,114.65006256103516,114.65006256103516,114.65006256103516,113.85568237304688,112.16657257080078,112.16657257080078	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	Aslak Hellesøy,M.P. Korstanje,maritvandijk,mpkorstanje,M.P. Korstanje,M.P. Korstanje,M.P. Korstanje,M.P. Korstanje,M.P. Korstanje,M.P. Korstanje,M.P. Korstanje	0,1153,1186,1262,1271,1275,1385,1555,1564,1593,1664	2239,3392,3425,3501,3510,3514,3625,3794,3803,3832,3903	18/03/15-28/01/09,14/05/18-28/01/09,16/06/18-28/01/09,31/08/18-28/01/09,09/09/18-28/01/09,13/09/18-28/01/09,01/01/19-28/01/09,20/06/19-28/01/09,29/06/19-28/01/09,28/07/19-28/01/09,07/10/19-28/01/09	0,5,1,0,1,1,1,1,3,1,1	0,9,2,0,2,2,2,2,6,2,2	0,29,13,0,5,9,1,4,31,37,2	0,65,2,24,21,46,52,2,4,5,12	0,65,2,5,5,7,37,2,4,5,12	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0	382.json	Ugly
2498	3,3	3,3	3,3	0.0,0.0	0.8476499319076538,0.8476499319076538	0.9151106614805777,0.9151106614805777	0,0	0,0	0,0	1,1	1,1	1.89,1.89	0,0	1,1	1,1	11.0,11.0	2.0,2.0	13.0,13.0	2.0,2.0	13.0,13.0	15.0,15.0	55.506596,55.506596	5.5,5.5	305.2863,305.2863	16.96035,16.96035	0.018502198,0.018502198	132.086669921875,132.086669921875	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	Dmytro Chyzhykov,M.P. Korstanje	0,2121	1676,3797	01/09/13-28/01/09,23/06/19-28/01/09	0,0	0,0	0,0	0,7	0,0	0,0	0,0	0,0	296.json	Good
1293	3,3	3,3	3,3	0.0,0.0	0.48720782995224,0.48720782995224	0.8063733505183017,0.8063733505183017	0,0	0,0	0,0	1,1	1,1	1.89,1.89	0,0	2,2	2,2	12.0,12.0	3.0,3.0	17.0,17.0	4.0,4.0	15.0,15.0	21.0,21.0	82.0447,82.0447	8.0,8.0	656.3576,656.3576	36.46431,36.46431	0.027348233,0.027348233	130.05470275878906,130.05470275878906	0,0	0,0	0,0	1,1	0,0	0,0	0,0	1,1	0,0	0,0	0,0	Björn Rasmusson,mpkorstanje	0,620	2881,3501	18/12/16-28/01/09,31/08/18-28/01/09	0,0	0,0	0,0	0,259	0,39	0,0	0,0	0,0	1044.json	Good
94	16	3	16	0.0	1.8595380242913961E-4	0.0715029016589758	0	0	0	1	1	2.73	0	3	2	19.0	10.0	51.0	21.0	29.0	72.0	349.77466	19.949999	6978.004	387.66687	0.11659155	95.39615631103516	0	0	0	0	1	0	0	5	0	0	0	M.P. Korstanje	0	4080	01/04/20-28/01/09	0	0	0	0	0	0	0	0	1010.json	Undecided
